,precision,recall,f1-score,support
not_liked,0.8557768924302789,0.7468706536856745,0.7976234682510212,2876.0
liked,0.7754472547809994,0.8741307371349096,0.8218372016999019,2876.0
accuracy,0.8105006954102921,0.8105006954102921,0.8105006954102921,0.8105006954102921
macro avg,0.8156120736056391,0.810500695410292,0.8097303349754615,5752.0
weighted avg,0.8156120736056391,0.8105006954102921,0.8097303349754615,5752.0
