model,accuracy,balanced_accuracy,f1_weighted,f1_macro,f1_micro,precision_weighted,recall_weighted,sensitivity,specificity
Random Forest,0.8101529902642559,0.8101529902642559,0.8095999551856106,0.8095999551856106,0.8101529902642559,0.8137988246513024,0.8101529902642559,0.864047287899861,0.7562586926286509
