params,mean_cv_f1,cv_splits,search_type,mean_cv_accuracy,std_cv_accuracy,mean_cv_balanced_accuracy,std_cv_balanced_accuracy,mean_cv_f1_macro,std_cv_f1_macro,mean_cv_f1_weighted,std_cv_f1_weighted,mean_cv_precision_macro,std_cv_precision_macro,mean_cv_recall_macro,std_cv_recall_macro
"{'model__n_estimators': 700, 'model__min_samples_split': 20, 'model__min_samples_leaf': 5, 'model__max_features': 0.2, 'model__max_depth': 14, 'model__class_weight': None, 'model__bootstrap': True}",0.8100363657407252,5,randomized,0.8104401527172719,0.0033608866262323737,0.8104400325837829,0.0033599039544103455,0.8100363657407252,0.0033340826674953085,0.8100363859185624,0.00333426895010894,0.8131087424983546,0.0036234540813258297,0.8104400325837829,0.0033599039544103455
