rank,feature,importance_mean,importance_std,baseline_f1_macro,n_repeats,max_samples,excluded_is_applicable_features,excluded_is_available_features
1,location_and_movement,0.028927079049109915,0.002464374689234422,0.8099562762973254,5,5000,True,True
2,overall_airport_cleanliness,0.025273701702219854,0.0010183318224257479,0.8099562762973254,5,5000,True,True
3,boarding_lounge_comfort,0.005987894329990961,0.001865990144796011,0.8099562762973254,5,5000,True,True
4,flight_information_display_availability,0.002651235766719595,0.00037310406886587006,0.8099562762973254,5,5000,True,True
5,restrooms,0.0019132326527305122,0.0010858455135349821,0.8099562762973254,5,5000,True,True
6,security_screening_process,0.0018792798404420497,0.0011085939674376434,0.8099562762973254,5,5000,True,True
7,acoustic_comfort,0.0015993122337653487,0.0005618118895792459,0.8099562762973254,5,5000,True,True
8,thermal_comfort,0.0015909851491748394,0.00045192481978305484,0.8099562762973254,5,5000,True,True
9,signage,0.001465232295065455,0.000660387763168312,0.8099562762973254,5,5000,True,True
10,food_beverage_quality_variety,0.0014359924123380052,0.0002650782714184727,0.8099562762973254,5,5000,True,True
11,power_outlet_availability,0.0013754223278337196,0.0008729966622494921,0.8099562762973254,5,5000,True,True
12,food_beverage_outlet_quantity,0.001334597211759192,0.00016173299605109614,0.8099562762973254,5,5000,True,True
13,baggage_claim_process,0.0010251661375699993,0.0010978524242938727,0.8099562762973254,5,5000,True,True
14,food_beverage_outlets,0.0009656347897974537,0.0004196353669999137,0.8099562762973254,5,5000,True,True
15,education,0.0007939215142265699,0.00038956290334024796,0.8099562762973254,5,5000,True,True
16,household_income,0.00075817353150609,0.00017603330649270676,0.8099562762973254,5,5000,True,True
17,seat_availability,0.0007104931993197061,0.0003261522068434627,0.8099562762973254,5,5000,True,True
18,transport_options_to_airport,0.0006532788120773958,0.0005196389303470549,0.8099562762973254,5,5000,True,True
19,checkin_queue_organization,0.0006368429933024001,0.00016418424922829577,0.8099562762973254,5,5000,True,True
20,age_group,0.0005014760102711513,0.00045285060134842025,0.8099562762973254,5,5000,True,True
21,restroom_cleanliness,0.00045853930642958396,0.0002679197024297998,0.8099562762973254,5,5000,True,True
22,ticket_purchased_by,0.00044116359552268667,0.0003770042214976072,0.8099562762973254,5,5000,True,True
23,number_of_companions,0.00043352945028460874,0.000301282049232362,0.8099562762973254,5,5000,True,True
24,used_parking,0.00043174440068942664,8.776828966593581e-05,0.8099562762973254,5,5000,True,True
25,curbside_dropoff_ease,0.00042604548589453284,0.0006538382714308651,0.8099562762973254,5,5000,True,True
26,nationality,0.00037105454049934927,9.283549374978731e-05,0.8099562762973254,5,5000,True,True
27,security_queue_organization,0.00032286827365193285,0.00010747853940174234,0.8099562762973254,5,5000,True,True
28,security_staff_service,0.00031222816012690393,0.0001099517595487716,0.8099562762973254,5,5000,True,True
29,transport_to_airport,0.0003034288096636528,0.0003344902336299755,0.8099562762973254,5,5000,True,True
30,trips_last_12_months,0.00029275869900335927,0.0007870520711759604,0.8099562762973254,5,5000,True,True
31,checkin_method,0.0002589321485785945,0.00018439116772693456,0.8099562762973254,5,5000,True,True
32,retail_quality_variety,0.00020513143269584866,0.0,0.8099562762973254,5,5000,True,True
33,retail_outlet_quantity,0.00020513143269584866,0.0,0.8099562762973254,5,5000,True,True
34,retail_price_quality,0.00020513143269584866,0.0,0.8099562762973254,5,5000,True,True
35,connection_wait_time,0.00019801802848344873,0.00014192281386702868,0.8099562762973254,5,5000,True,True
36,checkin_service_time,0.00019624354715375159,0.0,0.8099562762973254,5,5000,True,True
37,staff_courtesy,0.00019624354715375159,0.0,0.8099562762973254,5,5000,True,True
38,food_beverage_price_quality,0.00014816948742559787,0.00016949915471135927,0.8099562762973254,5,5000,True,True
