model,accuracy,balanced_accuracy,f1_weighted,f1_macro,f1_micro,precision_weighted,recall_weighted,sensitivity,specificity
Logistic Regression,0.8105006954102921,0.810500695410292,0.8097303349754615,0.8097303349754615,0.8105006954102921,0.8156120736056391,0.8105006954102921,0.8741307371349096,0.7468706536856745
