params,mean_cv_f1,cv_splits,search_type,mean_cv_accuracy,std_cv_accuracy,mean_cv_balanced_accuracy,std_cv_balanced_accuracy,mean_cv_f1_macro,std_cv_f1_macro,mean_cv_f1_weighted,std_cv_f1_weighted,mean_cv_precision_macro,std_cv_precision_macro,mean_cv_recall_macro,std_cv_recall_macro
"{'model__n_estimators': 500, 'model__min_samples_split': 20, 'model__min_samples_leaf': 5, 'model__max_features': 0.3, 'model__max_depth': 14, 'model__class_weight': None, 'model__bootstrap': True}",0.8098149056077206,5,randomized,0.8102083041285587,0.003097768879037415,0.810208245571976,0.0030969587599474313,0.8098149056077206,0.0030562091743738615,0.8098149148499484,0.0030563646020532586,0.8128056367882683,0.003484515980760557,0.810208245571976,0.0030969587599474313
