params,mean_cv_f1,cv_splits,search_type,mean_cv_accuracy,std_cv_accuracy,mean_cv_balanced_accuracy,std_cv_balanced_accuracy,mean_cv_f1_macro,std_cv_f1_macro,mean_cv_f1_weighted,std_cv_f1_weighted,mean_cv_precision_macro,std_cv_precision_macro,mean_cv_recall_macro,std_cv_recall_macro
{'model__C': 0.03},0.8103830992259677,5,grid,0.8109038275012612,0.0049145093904751965,0.810903595411759,0.004913447883295154,0.8103830992259677,0.004880404285847358,0.8103831388263693,0.004880601674346855,0.8143708418964948,0.0053155594330766805,0.810903595411759,0.004913447883295154
