model,accuracy,balanced_accuracy,f1_weighted,f1_macro,f1_micro,precision_weighted,recall_weighted,sensitivity,specificity
Logistic Regression,0.8110222531293463,0.8110222531293463,0.8102914750278801,0.8102914750278801,0.8110222531293463,0.8158896193445743,0.8110222531293463,0.8730876216968011,0.7489568845618915
