model,evaluation_type,n_objects,params,mean_cv_f1,cv_splits,search_type,mean_cv_accuracy,std_cv_accuracy,mean_cv_balanced_accuracy,std_cv_balanced_accuracy,mean_cv_f1_macro,std_cv_f1_macro,mean_cv_f1_weighted,std_cv_f1_weighted,mean_cv_precision_macro,std_cv_precision_macro,mean_cv_recall_macro,std_cv_recall_macro
Neural Network,cross_validation,51762,"{'model__optimizer__weight_decay': 0.0005, 'model__module__hidden2': 64, 'model__module__hidden1': 32, 'model__module__dropout2': 0.0, 'model__module__dropout1': 0.25, 'model__lr': 0.0002, 'model__batch_size': 1024}",0.8146474771555321,5,randomized,0.8149028587611562,0.0039847531220271615,0.8149024830132326,0.003984515820407114,0.8146474771555321,0.003944516425061358,0.8146475465541565,0.003944554858301651,0.816659436996982,0.0043790161488144845,0.8149024830132326,0.003984515820407114
