model,accuracy,balanced_accuracy,f1_weighted,f1_macro,f1_micro,precision_weighted,recall_weighted,sensitivity,specificity
Neural Network,0.8150208623087621,0.8150208623087623,0.8144025463923277,0.8144025463923278,0.8150208623087621,0.8192755140450761,0.8150208623087621,0.872739916550765,0.7573018080667594
