metric,point_estimate,bootstrap_mean,bootstrap_std,ci_lower,ci_upper,confidence_level,n_bootstrap_requested,n_bootstrap_used,n_bootstrap_skipped
accuracy,0.8150208623087621,0.8147586926286511,0.005284047893578865,0.80475921418637,0.8259735744089013,0.95,1000,1000,0
balanced_accuracy,0.8150208623087623,0.8147720610175422,0.005190151599115599,0.8045763964908402,0.8257284166203435,0.95,1000,1000,0
f1_weighted,0.8144025463923278,0.8141404234405308,0.0053152257689340465,0.8039035308238138,0.82536274381238,0.95,1000,1000,0
f1_macro,0.8144025463923279,0.8141179371109833,0.005292310895798722,0.8038628768930115,0.8252664196580988,0.95,1000,1000,0
precision_weighted,0.8192755140450761,0.8190714497332889,0.005116990427635079,0.8091211064629888,0.8296825958586498,0.95,1000,1000,0
recall_weighted,0.8150208623087621,0.8147586926286511,0.005284047893578865,0.80475921418637,0.8259735744089013,0.95,1000,1000,0
sensitivity,0.872739916550765,0.8725006033542988,0.006122842396235924,0.860761805599856,0.8844839045816855,0.95,1000,1000,0
specificity,0.7573018080667594,0.7570435186807856,0.008073359584015302,0.7411747911508999,0.7735329303761674,0.95,1000,1000,0
