false_positive_rate,true_positive_rate,threshold,score_source
0.0,0.0,inf,predict_proba
0.0,0.0003477051460361613,0.99219936,predict_proba
0.0,0.01564673157162726,0.9802799,predict_proba
0.0003477051460361613,0.01564673157162726,0.98027337,predict_proba
0.0003477051460361613,0.056328233657858134,0.9707016,predict_proba
0.0006954102920723226,0.056328233657858134,0.97045845,predict_proba
0.0006954102920723226,0.06988873435326842,0.96722186,predict_proba
0.001043115438108484,0.06988873435326842,0.9671587,predict_proba
0.001043115438108484,0.07858136300417246,0.9651975,predict_proba
0.0013908205841446453,0.07858136300417246,0.96516335,predict_proba
0.0013908205841446453,0.10326842837273992,0.9608805,predict_proba
0.0017385257301808068,0.10326842837273992,0.96073085,predict_proba
0.0017385257301808068,0.10674547983310154,0.9601298,predict_proba
0.002086230876216968,0.10674547983310154,0.95997643,predict_proba
0.002086230876216968,0.10883171070931849,0.9596957,predict_proba
0.0024339360222531293,0.10883171070931849,0.95966,predict_proba
0.0024339360222531293,0.12030598052851182,0.9564027,predict_proba
0.0027816411682892906,0.12030598052851182,0.95635766,predict_proba
0.0027816411682892906,0.13247566063977748,0.9542787,predict_proba
0.003129346314325452,0.13247566063977748,0.95427406,predict_proba
0.003129346314325452,0.14429763560500694,0.9519839,predict_proba
0.0034770514603616135,0.14429763560500694,0.95198,predict_proba
0.0034770514603616135,0.14673157162726008,0.9511943,predict_proba
0.0038247566063977748,0.14673157162726008,0.950954,predict_proba
0.0038247566063977748,0.1519471488178025,0.9497814,predict_proba
0.004172461752433936,0.1519471488178025,0.9496109,predict_proba
0.004172461752433936,0.15785813630041726,0.94825983,predict_proba
0.004520166898470098,0.15785813630041726,0.948119,predict_proba
0.004520166898470098,0.1592489568845619,0.94784397,predict_proba
0.004867872044506259,0.1592489568845619,0.9478018,predict_proba
0.004867872044506259,0.1599443671766342,0.94777364,predict_proba
0.00521557719054242,0.1599443671766342,0.9477724,predict_proba
0.00521557719054242,0.16794158553546593,0.9451694,predict_proba
0.005563282336578581,0.16794158553546593,0.94507337,predict_proba
0.005563282336578581,0.17002781641168288,0.9445167,predict_proba
0.005910987482614743,0.17002781641168288,0.9444413,predict_proba
0.005910987482614743,0.17837273991655075,0.9418751,predict_proba
0.006258692628650904,0.17837273991655075,0.9418411,predict_proba
0.006258692628650904,0.18289290681502085,0.94093853,predict_proba
0.006606397774687065,0.18289290681502085,0.9409112,predict_proba
0.006606397774687065,0.18497913769123783,0.94043237,predict_proba
0.006954102920723227,0.18497913769123783,0.9404271,predict_proba
