model,accuracy,balanced_accuracy,f1_weighted,f1_macro,f1_micro,precision_weighted,recall_weighted,sensitivity,specificity
KNN,0.8005910987482615,0.8005910987482614,0.8002286658734002,0.8002286658734004,0.8005910987482615,0.8027884205656292,0.8005910987482615,0.8431849791376912,0.7579972183588317
