params,mean_cv_f1,cv_splits,search_type,mean_cv_accuracy,std_cv_accuracy,mean_cv_balanced_accuracy,std_cv_balanced_accuracy,mean_cv_f1_macro,std_cv_f1_macro,mean_cv_f1_weighted,std_cv_f1_weighted,mean_cv_precision_macro,std_cv_precision_macro,mean_cv_recall_macro,std_cv_recall_macro
"{'model__subsample': 1.0, 'model__reg_lambda': 3, 'model__reg_alpha': 0.3, 'model__n_estimators': 800, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.6}",0.8186477986364784,5,randomized,0.8190178730981813,0.004759771260784493,0.8190177156779823,0.004759445022095487,0.8186477986364784,0.004741505770803679,0.8186478262944558,0.004741562014929433,0.8216519506812512,0.005023919959263531,0.8190177156779823,0.004759445022095487
