false_positive_rate,true_positive_rate,threshold,score_source
0.0,0.0,inf,predict_proba
0.0,0.0003477051460361613,0.9911542,predict_proba
0.0,0.05493741307371349,0.97171056,predict_proba
0.0003477051460361613,0.05493741307371349,0.9716975,predict_proba
0.0003477051460361613,0.056328233657858134,0.9715595,predict_proba
0.0006954102920723226,0.056328233657858134,0.9714755,predict_proba
0.0006954102920723226,0.06397774687065369,0.9703771,predict_proba
0.001043115438108484,0.06397774687065369,0.9703761,predict_proba
0.001043115438108484,0.0890125173852573,0.9652825,predict_proba
0.0013908205841446453,0.0890125173852573,0.9652585,predict_proba
0.0013908205841446453,0.11230876216968011,0.96004343,predict_proba
0.0017385257301808068,0.11230876216968011,0.9600231,predict_proba
0.0017385257301808068,0.11578581363004173,0.9595405,predict_proba
0.002086230876216968,0.11578581363004173,0.9594301,predict_proba
0.002086230876216968,0.1213490959666203,0.9584149,predict_proba
0.0024339360222531293,0.1213490959666203,0.95834845,predict_proba
0.0024339360222531293,0.14221140472879,0.9532596,predict_proba
0.0027816411682892906,0.14221140472879,0.95325273,predict_proba
0.0027816411682892906,0.14986091794158554,0.9513179,predict_proba
0.003129346314325452,0.14986091794158554,0.95111686,predict_proba
0.003129346314325452,0.1592489568845619,0.94831365,predict_proba
0.0034770514603616135,0.1592489568845619,0.9481144,predict_proba
0.0034770514603616135,0.1620305980528512,0.94737417,predict_proba
0.0038247566063977748,0.1620305980528512,0.9473075,predict_proba
0.0038247566063977748,0.17941585535465926,0.9414948,predict_proba
0.004172461752433936,0.17941585535465926,0.9414409,predict_proba
0.004172461752433936,0.18219749652294853,0.9406088,predict_proba
0.004520166898470098,0.18219749652294853,0.940572,predict_proba
0.004520166898470098,0.18567454798331015,0.9392178,predict_proba
0.004867872044506259,0.18567454798331015,0.93887293,predict_proba
0.004867872044506259,0.1888038942976356,0.9377136,predict_proba
0.00521557719054242,0.1888038942976356,0.9376969,predict_proba
0.00521557719054242,0.21314325452016689,0.9292468,predict_proba
0.005563282336578581,0.21314325452016689,0.9292233,predict_proba
0.005563282336578581,0.21349095966620307,0.9290543,predict_proba
0.006606397774687065,0.21349095966620307,0.9287358,predict_proba
0.006606397774687065,0.21766342141863698,0.92699045,predict_proba
0.006954102920723227,0.21766342141863698,0.9267479,predict_proba
0.006954102920723227,0.228442280945758,0.922268,predict_proba
0.007301808066759388,0.228442280945758,0.9222514,predict_proba
0.007301808066759388,0.2301808066759388,0.92185557,predict_proba
0.007301808066759388,0.23087621696801114,0.92117727,predict_proba
0.007301808066759388,0.2312239221140473,0.9211606,predict_proba
0.0076495132127955496,0.2312239221140473,0.92100143,predict_proba
0.0076495132127955496,0.23157162726008346,0.92081416,predict_proba
0.0076495132127955496,0.23226703755215578,0.9205874,predict_proba
0.0076495132127955496,0.24200278164116829,0.9164128,predict_proba
0.007997218358831711,0.24200278164116829,0.91638005,predict_proba
0.007997218358831711,0.24443671766342143,0.9151342,predict_proba
0.008344923504867872,0.24443671766342143,0.9149838,predict_proba
0.008344923504867872,0.24582753824756606,0.9144871,predict_proba
0.008692628650904033,0.24791376912378305,0.9144714,predict_proba
0.008692628650904033,0.2482614742698192,0.91437054,predict_proba
0.009040333796940195,0.24930458970792768,0.9143296,predict_proba
0.009040333796940195,0.25,0.91408753,predict_proba
0.009040333796940195,0.2506954102920723,0.91397005,predict_proba
0.009040333796940195,0.2527816411682893,0.91242874,predict_proba
0.009040333796940195,0.2534770514603616,0.91224426,predict_proba
0.009040333796940195,0.2541724617524339,0.9120847,predict_proba
0.009040333796940195,0.2548678720445063,0.91198516,predict_proba
0.009040333796940195,0.2562586926286509,0.9112836,predict_proba
0.009388038942976356,0.2562586926286509,0.9112131,predict_proba
0.009388038942976356,0.25695410292072324,0.91120243,predict_proba
0.009388038942976356,0.25869262865090403,0.91026056,predict_proba
0.009735744089012517,0.25869262865090403,0.9100125,predict_proba
0.009735744089012517,0.2597357440890125,0.9094712,predict_proba
0.010083449235048678,0.26043115438108483,0.90920925,predict_proba
0.010083449235048678,0.260778859527121,0.90919703,predict_proba
0.01043115438108484,0.260778859527121,0.9090189,predict_proba
0.01043115438108484,0.26321279554937416,0.90753686,predict_proba
0.011126564673157162,0.26321279554937416,0.9074151,predict_proba
0.011126564673157162,0.26495132127955495,0.90672,predict_proba
0.011126564673157162,0.26599443671766343,0.9067063,predict_proba
0.011126564673157162,0.26842837273991654,0.90507686,predict_proba
0.011474269819193325,0.26842837273991654,0.9050541,predict_proba
0.011474269819193325,0.2687760778859527,0.9049999,predict_proba
0.011821974965229486,0.27155771905424203,0.9047308,predict_proba
0.012169680111265646,0.2732962447844228,0.9044847,predict_proba
0.012169680111265646,0.2743393602225313,0.90434235,predict_proba
0.012517385257301807,0.27573018080667594,0.9041784,predict_proba
0.01286509040333797,0.27573018080667594,0.90406525,predict_proba
0.01286509040333797,0.27920723226703753,0.9028072,predict_proba
0.01321279554937413,0.27990264255910985,0.9027616,predict_proba
0.01321279554937413,0.28025034770514606,0.90255725,predict_proba
0.013560500695410291,0.28025034770514606,0.9021672,predict_proba
0.013560500695410291,0.282336578581363,0.90179735,predict_proba
0.013560500695410291,0.28303198887343534,0.90155077,predict_proba
0.013560500695410291,0.2865090403337969,0.89946467,predict_proba
0.013908205841446454,0.2865090403337969,0.89922494,predict_proba
0.013908205841446454,0.28720445062586925,0.8991679,predict_proba
0.014255910987482615,0.28720445062586925,0.89888936,predict_proba
0.014255910987482615,0.2896383866481224,0.8980887,predict_proba
0.014603616133518776,0.2896383866481224,0.8979899,predict_proba
0.014951321279554937,0.2924200278164117,0.89746463,predict_proba
0.014951321279554937,0.29624478442280944,0.8953863,predict_proba
0.015299026425591099,0.29624478442280944,0.8952803,predict_proba
0.015299026425591099,0.29694019471488176,0.8950356,predict_proba
0.01564673157162726,0.29694019471488176,0.8950011,predict_proba
0.01564673157162726,0.2972878998609179,0.89498055,predict_proba
0.015994436717663423,0.2972878998609179,0.8948887,predict_proba
0.015994436717663423,0.3021557719054242,0.8927584,predict_proba
0.01634214186369958,0.3021557719054242,0.89261,predict_proba
0.01634214186369958,0.3056328233657858,0.891181,predict_proba
0.016689847009735744,0.30598052851182195,0.891084,predict_proba
0.016689847009735744,0.30632823365785816,0.89048433,predict_proba
0.016689847009735744,0.3077190542420028,0.8902335,predict_proba
0.016689847009735744,0.31050069541029207,0.88947016,predict_proba
0.017037552155771907,0.3118915159944367,0.88943994,predict_proba
0.017037552155771907,0.31397774687065366,0.8887866,predict_proba
0.017385257301808066,0.31397774687065366,0.88874435,predict_proba
0.017385257301808066,0.31710709318497915,0.88768035,predict_proba
0.01773296244784423,0.31710709318497915,0.8876695,predict_proba
0.01773296244784423,0.3174547983310153,0.8876231,predict_proba
0.01808066759388039,0.31780250347705147,0.887478,predict_proba
0.01808066759388039,0.32127955493741306,0.88579583,predict_proba
0.01842837273991655,0.32127955493741306,0.88571066,predict_proba
0.01842837273991655,0.3219749652294854,0.8853758,predict_proba
0.018776077885952713,0.3219749652294854,0.8852499,predict_proba
0.018776077885952713,0.32301808066759385,0.88471466,predict_proba
0.019471488178025034,0.32301808066759385,0.8840666,predict_proba
0.019471488178025034,0.32962447844228093,0.8814791,predict_proba
0.019819193324061197,0.3327538247566064,0.8812342,predict_proba
0.019819193324061197,0.33344923504867874,0.88118464,predict_proba
0.02051460361613352,0.3344923504867872,0.8811465,predict_proba
0.02051460361613352,0.33588317107093185,0.8809355,predict_proba
0.02051460361613352,0.33692628650904033,0.88056546,predict_proba
0.02051460361613352,0.33762169680111265,0.8805636,predict_proba
0.02051460361613352,0.3390125173852573,0.8790568,predict_proba
0.02086230876216968,0.3404033379694019,0.87889564,predict_proba
0.02086230876216968,0.3410987482614743,0.87855333,predict_proba
0.02121001390820584,0.3410987482614743,0.87828857,predict_proba
0.02121001390820584,0.3417941585535466,0.87825704,predict_proba
0.02121001390820584,0.34318497913769125,0.8780131,predict_proba
0.021557719054242003,0.34388038942976357,0.8779109,predict_proba
0.021557719054242003,0.34492350486787204,0.87772536,predict_proba
0.021557719054242003,0.3459666203059805,0.87719584,predict_proba
0.021557719054242003,0.347009735744089,0.8771888,predict_proba
0.021557719054242003,0.34735744089012516,0.8770757,predict_proba
0.021557719054242003,0.3480528511821975,0.87631375,predict_proba
0.021557719054242003,0.3518776077885953,0.8751093,predict_proba
0.021557719054242003,0.3536161335187761,0.8750832,predict_proba
0.021557719054242003,0.3543115438108484,0.8746293,predict_proba
0.021905424200278165,0.3560500695410292,0.8745936,predict_proba
0.021905424200278165,0.3581363004172462,0.873582,predict_proba
0.022253129346314324,0.3581363004172462,0.87337655,predict_proba
