model,accuracy,balanced_accuracy,f1_weighted,f1_macro,f1_micro,precision_weighted,recall_weighted,sensitivity,specificity
XGBoost,0.8218011126564673,0.8218011126564673,0.8212650781253623,0.8212650781253623,0.8218011126564673,0.8257083722510756,0.8218011126564673,0.8765646731571627,0.7670375521557719
