rank,feature,importance_mean,importance_std,baseline_f1_macro,n_repeats,max_samples,excluded_is_applicable_features,excluded_is_available_features
74,staff_courtesy,-0.00027841106383081905,0.00018337601230674123,0.8203575915617285,5,5000,True,True
75,restroom_maintenance,-0.0002959296356265906,0.0003753218029497707,0.8203575915617285,5,5000,True,True
76,retail_quality_variety,-0.0002968121660253065,0.00010755021140936588,0.8203575915617285,5,5000,True,True
77,checkin_queue_wait_time,-0.0004014355495826072,0.0,0.8203575915617285,5,5000,True,True
78,ticket_purchase_channel,-0.0004252698927035725,0.0006530169868242051,0.8203575915617285,5,5000,True,True
79,checkin_method,-0.0005038766642355474,0.0002266986080234258,0.8203575915617285,5,5000,True,True
80,customs_control,-0.0005312863204698148,0.00011076263827055886,0.8203575915617285,5,5000,True,True
81,security_staff_service,-0.0005499272076181727,0.0002280906702762943,0.8203575915617285,5,5000,True,True
82,flight_information_display_availability,-0.0006073260163043326,0.0001853250215314942,0.8203575915617285,5,5000,True,True
83,checkin_counter_quantity,-0.0006149817576294181,0.0,0.8203575915617285,5,5000,True,True
84,restroom_quantity,-0.001406501447216746,0.0002663014017061801,0.8203575915617285,5,5000,True,True
85,age_group,-0.0014654764783849084,0.0006851616391914234,0.8203575915617285,5,5000,True,True
