,precision,recall,f1-score,support
not_liked,0.8613822725497853,0.7670375521557719,0.8114769174176936,2876.0
liked,0.790034471952366,0.8765646731571627,0.8310532388330312,2876.0
accuracy,0.8218011126564673,0.8218011126564673,0.8218011126564673,0.8218011126564673
macro avg,0.8257083722510756,0.8218011126564673,0.8212650781253623,5752.0
weighted avg,0.8257083722510756,0.8218011126564673,0.8212650781253623,5752.0
