mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__reg_lambda,param_model__reg_alpha,param_model__n_estimators,param_model__max_depth,param_model__learning_rate,param_model__colsample_bytree,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
18.534183931350707,19.936766505665943,0.8556329727172851,1.4671386795128631,0.9,0.3,0.1,800,5,0.05,0.8,"{'model__subsample': 0.9, 'model__reg_lambda': 0.3, 'model__reg_alpha': 0.1, 'model__n_estimators': 800, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}",0.8177339901477833,0.8151260504201681,0.8277627511591963,0.8152047913446677,0.8169435857805255,0.8185542337704682,0.004712430046029259,8,0.817729594159639,0.815129892530838,0.8277627511591963,0.8152047913446677,0.8169435857805255,0.8185541229949733,0.00471202477416218,8,0.8173543598381947,0.8148342325285991,0.8273583872285275,0.8147462982213278,0.816671235468968,0.8181929026571234,0.004694347232329952,8,0.8173551641396981,0.8148335225093982,0.8273583872285274,0.8147462982213278,0.816671235468968,0.818192921513584,0.004694420121713206,8,0.8203876632056188,0.8171339461490332,0.8308625573309696,0.8183564529426519,0.8188382298964301,0.8211157699049407,0.004983692275926403,7,0.817729594159639,0.815129892530838,0.8277627511591963,0.8152047913446677,0.8169435857805255,0.8185541229949733,0.00471202477416218,8
2.226339864730835,0.04017516095574439,0.13059067726135254,0.007851248306332234,0.9,1,0.1,800,5,0.05,0.6,"{'model__subsample': 0.9, 'model__reg_lambda': 1, 'model__reg_alpha': 0.1, 'model__n_estimators': 800, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.6}",0.8162851347435526,0.8159953636627064,0.8256375579598145,0.8172333848531684,0.8161707882534776,0.818264445894544,0.0037114869667925878,15,0.8162805428182375,0.8159991031548112,0.8256375579598145,0.8172333848531685,0.8161707882534777,0.8182642754079019,0.0037115204354923282,15,0.8158676009588788,0.8157202798096651,0.8252508130917866,0.8167956730743149,0.8158917686150087,0.8179052271099309,0.0036923887585667784,17,0.8158684478833914,0.8157195921000325,0.8252508130917866,0.8167956730743149,0.8158917686150087,0.8179052589529068,0.003692376705988913,17,0.8191696333709377,0.817902043839423,0.8285460348491649,0.8202943741346316,0.8180991301559712,0.8208022432700257,0.003965037992430197,15,0.8162805428182375,0.8159991031548112,0.8256375579598145,0.8172333848531685,0.8161707882534777,0.8182642754079019,0.0037115204354923282,15
2.8014169692993165,0.05634929492032238,0.13506727218627929,0.009433060183938772,1.0,3,0.3,800,7,0.05,0.4,"{'model__subsample': 1.0, 'model__reg_lambda': 3, 'model__reg_alpha': 0.3, 'model__n_estimators': 800, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.4}",0.8166714961846808,0.8139669660967835,0.8255409582689336,0.8147217928902627,0.8163639876352395,0.8174530402151801,0.004167101864522601,52,0.8166672587914863,0.813970435008728,0.8255409582689335,0.8147217928902628,0.8163639876352395,0.81745288651893,0.00416668110773286,52,0.8163167154719068,0.8137277648069396,0.8251805980688555,0.8143325291257948,0.8160935111340879,0.8171302237215169,0.004146056379494211,52,0.816317495209737,0.8137271200595277,0.8251805980688555,0.8143325291257947,0.8160935111340879,0.8171302507196005,0.004146131626868917,52,0.8191273935784323,0.8155958930367986,0.8282474615428274,0.8173834519673421,0.8182361434061266,0.8197180687063053,0.004421273785456668,55,0.8166672587914863,0.813970435008728,0.8255409582689335,0.8147217928902628,0.8163639876352395,0.81745288651893,0.00416668110773286,52
2.706124210357666,0.05423834989163645,0.12936158180236818,0.004750204936644646,0.9,0.3,0,1000,5,0.015,0.6,"{'model__subsample': 0.9, 'model__reg_lambda': 0.3, 'model__reg_alpha': 0, 'model__n_estimators': 1000, 'model__max_depth': 5, 'model__learning_rate': 0.015, 'model__colsample_bytree': 0.6}",0.8171544479860909,0.8165749058243987,0.8265069551777434,0.813079598145286,0.8144319938176198,0.8175495801902277,0.004712552822364847,51,0.8171501266301222,0.8165784400685592,0.8265069551777434,0.8130795981452859,0.8144319938176198,0.817549422767866,0.00471247975270837,51,0.8167864366858185,0.8163300619454704,0.8261045176629482,0.8126751741048559,0.8141303933829713,0.817205316756413,0.004692859564668255,51,0.8167872298136208,0.8163294142103409,0.8261045176629482,0.8126751741048559,0.8141303933829711,0.8172053458349474,0.004692869589677401,51,0.819713355092975,0.8182800814470776,0.8295576697289211,0.8158068368084401,0.8164861729610006,0.8199688232076829,0.00498626260495182,47,0.8171501266301222,0.8165784400685592,0.8265069551777434,0.8130795981452859,0.8144319938176198,0.817549422767866,0.00471247975270837,51
2.511757183074951,0.03876926758681483,0.1331310272216797,0.0026881811116341173,1.0,1,0.1,600,7,0.015,0.8,"{'model__subsample': 1.0, 'model__reg_lambda': 1, 'model__reg_alpha': 0.1, 'model__n_estimators': 600, 'model__max_depth': 7, 'model__learning_rate': 0.015, 'model__colsample_bytree': 0.8}",0.8159953636627064,0.8138703757365015,0.8242851622874807,0.8134659969088099,0.8161707882534776,0.8167575373697952,0.003918169498367916,87,0.8159910609553193,0.8138740032524072,0.8242851622874807,0.8134659969088098,0.8161707882534776,0.8167574023314987,0.003917803084435841,87,0.8156282115839348,0.813608583398192,0.8238525862333876,0.8130953388419484,0.8158662449355953,0.8164101929986117,0.003876438208518482,87,0.8156290062854039,0.8136079086756706,0.8238525862333875,0.8130953388419484,0.8158662449355955,0.8164102169944012,0.0038765037015552855,87,0.8185227533059451,0.8156519443262245,0.8275022319033005,0.8159724671731294,0.8182764087791511,0.8191851610975501,0.004318409537124213,78,0.8159910609553193,0.8138740032524072,0.8242851622874807,0.8134659969088098,0.8161707882534776,0.8167574023314987,0.003917803084435841,87
4.40229811668396,0.02451757104928933,0.1302206039428711,0.012772477671003151,0.9,1,0,800,9,0.015,0.6,"{'model__subsample': 0.9, 'model__reg_lambda': 1, 'model__reg_alpha': 0, 'model__n_estimators': 800, 'model__max_depth': 9, 'model__learning_rate': 0.015, 'model__colsample_bytree': 0.6}",0.8163817251038347,0.8136771950159374,0.8248647604327666,0.8135625965996909,0.8171367851622875,0.8171246124629035,0.004123943851743735,70,0.8163774224000521,0.8136805799578984,0.8248647604327666,0.8135625965996909,0.8171367851622875,0.8171244289105392,0.004123533642323344,70,0.8160153439480631,0.8134491177383958,0.8245197716014598,0.8132189990072431,0.8168965090295917,0.8168199482649507,0.0041053590114928165,71,0.8160161369808677,0.8134484876906677,0.82451977160146,0.8132189990072431,0.8168965090295917,0.8168199808619662,0.004105431414596289,71,0.8189122102443012,0.8152264229331118,0.827439706745166,0.815886987362487,0.8188102100418866,0.8192551074653907,0.004356092507749973,74,0.8163774224000521,0.8136805799578984,0.8248647604327666,0.8135625965996909,0.8171367851622875,0.8171244289105392,0.004123533642323344,70
2.3281646728515626,0.024190609941716342,0.11031856536865234,0.0026906311880055354,0.9,1,0,600,7,0.03,0.4,"{'model__subsample': 0.9, 'model__reg_lambda': 1, 'model__reg_alpha': 0, 'model__n_estimators': 600, 'model__max_depth': 7, 'model__learning_rate': 0.03, 'model__colsample_bytree': 0.4}",0.8182169419491935,0.8141601468173476,0.8258307573415765,0.8144319938176198,0.8164605873261206,0.8178200854503717,0.004267338985561475,39,0.8182127418892086,0.8141636530498857,0.8258307573415765,0.8144319938176198,0.8164605873261206,0.8178199466848822,0.004266660077679249,39,0.8178713218493476,0.8139160067136515,0.8254570558791696,0.814069638877751,0.8161970293684043,0.8175022105376648,0.004237044052640392,37,0.8178720881910325,0.8139153556733749,0.8254570558791695,0.8140696388777511,0.8161970293684042,0.8175022335979465,0.004237167633822773,37,0.8206412300406698,0.8158255109556307,0.8286453136085696,0.8169024058909958,0.8182861694152923,0.8200601259822318,0.004584609274641757,43,0.8182127418892086,0.8141636530498857,0.8258307573415765,0.8144319938176198,0.8164605873261206,0.8178199466848822,0.004266660077679249,39
2.4377886772155763,0.0050060184937679875,0.12152090072631835,0.004637447334461584,1.0,3,0,600,7,0.015,0.8,"{'model__subsample': 1.0, 'model__reg_lambda': 3, 'model__reg_alpha': 0, 'model__n_estimators': 600, 'model__max_depth': 7, 'model__learning_rate': 0.015, 'model__colsample_bytree': 0.8}",0.817251038346373,0.8159953636627064,0.8257341576506955,0.8125965996908809,0.8163639876352395,0.817588229397179,0.004368574165118689,50,0.8172467822991898,0.8159990471766245,0.8257341576506956,0.812596599690881,0.8163639876352395,0.817588114890526,0.004368371969354379,49,0.8168942571662964,0.8157284823111128,0.8253364098803415,0.8122290544339845,0.8160626527321766,0.8172501713047824,0.004346292248774453,50,0.8168950378690975,0.8157278049472765,0.8253364098803415,0.8122290544339844,0.8160626527321767,0.8172501919725754,0.004346326917589781,50,0.8197333284187912,0.8178450669998133,0.8287285088224858,0.81506343653555,0.818450792520049,0.8199642266593379,0.004640366800732433,48,0.8172467822991898,0.8159990471766245,0.8257341576506956,0.812596599690881,0.8163639876352395,0.817588114890526,0.004368371969354379,49
5.003382349014283,0.15269760385766856,0.12405982017517089,0.004798022347420141,0.9,3,0.1,1000,9,0.03,0.8,"{'model__subsample': 0.9, 'model__reg_lambda': 3, 'model__reg_alpha': 0.1, 'model__n_estimators': 1000, 'model__max_depth': 9, 'model__learning_rate': 0.03, 'model__colsample_bytree': 0.8}",0.817057857625809,0.81048971312663,0.821000772797527,0.8125965996908809,0.8145285935085008,0.8151347073498696,0.003646767517440375,109,0.8170539001271526,0.8104928461370124,0.821000772797527,0.812596599690881,0.8145285935085007,0.8151345424522148,0.0036455524852445215,109,0.8167490473999548,0.8102910830863727,0.8207042311432782,0.8122963899490981,0.8142783393950321,0.8148638181947472,0.0036196378868160136,109,0.816749774012251,0.8102904901608793,0.8207042311432782,0.8122963899490979,0.814278339395032,0.8148638449321076,0.0036198634028981303,109,0.8192004742118562,0.8118026051365199,0.8231385598451326,0.8146093214092784,0.8162330499798548,0.8169968021165284,0.0038946225085748536,110,0.8170539001271526,0.8104928461370124,0.821000772797527,0.812596599690881,0.8145285935085007,0.8151345424522148,0.0036455524852445215,109
2.8794132232666017,0.027225538303841043,0.11926240921020508,0.005750702038940698,0.9,3,0,800,7,0.05,0.6,"{'model__subsample': 0.9, 'model__reg_lambda': 3, 'model__reg_alpha': 0, 'model__n_estimators': 800, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.6}",0.8184101226697575,0.8130976528542452,0.8237055641421948,0.813272797527048,0.8158809891808346,0.8168734252748161,0.003930533483824939,84,0.8184061465243219,0.8131010751095904,0.8237055641421946,0.813272797527048,0.8158809891808346,0.8168733144967979,0.003929565655850168,84,0.8181006984150245,0.8128637758052722,0.8233643298436186,0.81294553570523,0.8156454795277648,0.8165839638593819,0.0039046781691717235,85,0.8181014230619911,0.8128631367969417,0.8233643298436186,0.81294553570523,0.8156454795277647,0.8165839809871092,0.003904856248634895,85,0.8205823759827913,0.8146784748083684,0.8262264514405703,0.8154805984644043,0.8175034092346702,0.8188942619861608,0.0041945479519374055,87,0.8184061465243219,0.8131010751095904,0.8237055641421946,0.813272797527048,0.8158809891808346,0.8168733144967979,0.003929565655850168,84
