params,mean_cv_f1,cv_splits,search_type,mean_cv_accuracy,std_cv_accuracy,mean_cv_balanced_accuracy,std_cv_balanced_accuracy,mean_cv_f1_macro,std_cv_f1_macro,mean_cv_f1_weighted,std_cv_f1_weighted,mean_cv_precision_macro,std_cv_precision_macro,mean_cv_recall_macro,std_cv_recall_macro
"{'model__optimizer__weight_decay': 0.001, 'model__module__hidden2': 16, 'model__module__hidden1': 64, 'model__module__dropout2': 0.1, 'model__module__dropout1': 0.4, 'model__lr': 0.0003, 'model__batch_size': 1024}",0.8145807075668706,5,randomized,0.8148835052328238,0.004039468792527166,0.8148836407555831,0.004039149413715744,0.8145807075668706,0.003998444707770516,0.8145806816496558,0.003998507443924944,0.8169669409003527,0.004442762849224228,0.8148836407555831,0.004039149413715744
