model,accuracy,balanced_accuracy,f1_weighted,f1_macro,f1_micro,precision_weighted,recall_weighted,sensitivity,specificity
KNN,0.8019819193324061,0.801981919332406,0.8016336908877207,0.8016336908877209,0.8019819193324061,0.8041174096388842,0.8019819193324061,0.8438803894297635,0.7600834492350487
