model,evaluation_type,n_objects,params,mean_cv_f1,cv_splits,search_type,mean_cv_accuracy,std_cv_accuracy,mean_cv_balanced_accuracy,std_cv_balanced_accuracy,mean_cv_f1_macro,std_cv_f1_macro,mean_cv_f1_weighted,std_cv_f1_weighted,mean_cv_precision_macro,std_cv_precision_macro,mean_cv_recall_macro,std_cv_recall_macro
KNN,cross_validation,51762,"{'model__metric': 'euclidean', 'model__n_neighbors': 41, 'model__weights': 'uniform'}",0.8001639239345026,5,grid,0.8004327289195272,0.004711824135820426,0.8004326106226,0.0047106706058069325,0.8001639239345026,0.004725449685401152,0.8001639427994001,0.004725675402872008,0.8020562022097983,0.0047012071083364195,0.8004326106226,0.0047106706058069325
