false_positive_rate,true_positive_rate,threshold,score_source
0.0,0.0,inf,predict_proba
0.0,0.010083449235048678,1.0,predict_proba
0.0013908205841446453,0.034075104311543813,0.9803921568627451,predict_proba
0.004520166898470098,0.08588317107093185,0.9607843137254902,predict_proba
0.010778859527121001,0.1449930458970793,0.9411764705882353,predict_proba
0.014603616133518776,0.2041029207232267,0.9215686274509803,predict_proba
0.019819193324061197,0.2614742698191933,0.9019607843137255,predict_proba
0.0260778859527121,0.3226703755215577,0.8823529411764706,predict_proba
0.032336578581363004,0.3689151599443672,0.8627450980392157,predict_proba
0.0368567454798331,0.4036856745479833,0.8431372549019608,predict_proba
0.04833101529902643,0.4443671766342142,0.8235294117647058,predict_proba
0.056328233657858134,0.47983310152990266,0.803921568627451,predict_proba
0.06641168289290682,0.5226008344923505,0.7843137254901961,predict_proba
0.07753824756606398,0.5605006954102921,0.7647058823529411,predict_proba
0.08866481223922114,0.5928372739916551,0.7450980392156863,predict_proba
0.1043115438108484,0.6286509040333796,0.7254901960784313,predict_proba
0.11474269819193324,0.6554242002781642,0.7058823529411765,predict_proba
0.12656467315716272,0.6783727399165508,0.6862745098039216,predict_proba
0.1429068150208623,0.713490959666203,0.6666666666666666,predict_proba
0.15577190542420027,0.7409596662030598,0.6470588235294118,predict_proba
0.16481223922114047,0.758692628650904,0.6274509803921569,predict_proba
0.185326842837274,0.7816411682892906,0.6078431372549019,predict_proba
0.19819193324061196,0.799721835883171,0.5882352941176471,predict_proba
0.20897079276773295,0.8136300417246175,0.5686274509803921,predict_proba
0.22044506258692628,0.8261474269819193,0.5490196078431373,predict_proba
0.22983310152990263,0.8334492350486787,0.5294117647058824,predict_proba
0.23991655076495133,0.8438803894297635,0.5098039215686274,predict_proba
0.25139082058414464,0.855702364394993,0.49019607843137253,predict_proba
0.26495132127955495,0.8675243393602226,0.47058823529411764,predict_proba
0.2760778859527121,0.8755215577190543,0.45098039215686275,predict_proba
0.28546592489568845,0.8828233657858137,0.43137254901960786,predict_proba
0.29694019471488176,0.8911682892906815,0.4117647058823529,predict_proba
0.3056328233657858,0.8960361613351877,0.39215686274509803,predict_proba
0.3191933240611961,0.9047287899860917,0.37254901960784315,predict_proba
0.33031988873435325,0.9113351877607788,0.35294117647058826,predict_proba
0.3463143254520167,0.9162030598052852,0.3333333333333333,predict_proba
0.3650904033379694,0.9242002781641169,0.3137254901960784,predict_proba
0.3852573018080668,0.9304589707927677,0.29411764705882354,predict_proba
0.4102920723226704,0.9360222531293463,0.27450980392156865,predict_proba
0.4349791376912378,0.944019471488178,0.2549019607843137,predict_proba
0.45897079276773295,0.9520166898470097,0.23529411764705882,predict_proba
0.4819193324061196,0.9575799721835884,0.21568627450980393,predict_proba
0.5149513212795549,0.9638386648122392,0.19607843137254902,predict_proba
0.5465924895688457,0.9707927677329624,0.17647058823529413,predict_proba
0.5831015299026425,0.9763560500695411,0.1568627450980392,predict_proba
0.6241307371349096,0.980528511821975,0.13725490196078433,predict_proba
0.6728094575799722,0.9860917941585535,0.11764705882352941,predict_proba
0.7141863699582753,0.9881780250347705,0.09803921568627451,predict_proba
0.7774687065368567,0.9930458970792768,0.0784313725490196,predict_proba
0.8390125173852573,0.9947844228094576,0.058823529411764705,predict_proba
0.902990264255911,0.997913769123783,0.0392156862745098,predict_proba
0.9586230876216968,0.9993045897079277,0.0196078431372549,predict_proba
1.0,1.0,0.0,predict_proba
