params,mean_cv_f1,cv_splits,search_type,mean_cv_accuracy,std_cv_accuracy,mean_cv_balanced_accuracy,std_cv_balanced_accuracy,mean_cv_f1_macro,std_cv_f1_macro,mean_cv_f1_weighted,std_cv_f1_weighted,mean_cv_precision_macro,std_cv_precision_macro,mean_cv_recall_macro,std_cv_recall_macro
"{'model__max_depth': 16, 'model__min_samples_leaf': 20, 'model__min_samples_split': 300}",0.801930310330271,5,grid,0.8022101501688986,0.003609204488813848,0.8022102464562822,0.0036091390933157557,0.801930310330271,0.0036116296809813662,0.8019302915466928,0.003611646539879074,0.8039290857380438,0.003677942677675263,0.8022102464562822,0.0036091390933157557
