metric,point_estimate,bootstrap_mean,bootstrap_std,ci_lower,ci_upper,confidence_level,n_bootstrap_requested,n_bootstrap_used,n_bootstrap_skipped
accuracy,0.8042420027816412,0.8039584492350487,0.0053486029726765244,0.7931110917941586,0.8141515994436718,0.95,1000,1000,0
balanced_accuracy,0.8042420027816412,0.8039686119161746,0.005280307013248971,0.793146990920264,0.8138464262487359,0.95,1000,1000,0
f1_weighted,0.8037967880937502,0.8035115705245244,0.005366738577717159,0.7926241121400449,0.8136699607663999,0.95,1000,1000,0
f1_macro,0.8037967880937502,0.8034873200900547,0.005349461607446044,0.7926905382985096,0.8134171615946227,0.95,1000,1000,0
precision_weighted,0.8070287812793578,0.8068165428716562,0.0052589179103421455,0.7958990505348216,0.8169443808824292,0.95,1000,1000,0
recall_weighted,0.8042420027816412,0.8039584492350487,0.0053486029726765244,0.7931110917941586,0.8141515994436718,0.95,1000,1000,0
sensitivity,0.8518776077885952,0.8517194786111152,0.006592363367517941,0.8386277154331006,0.864505619959197,0.95,1000,1000,0
specificity,0.7566063977746871,0.7562177452212342,0.007912137028015041,0.739963687084106,0.7717292524005487,0.95,1000,1000,0
