threshold,score_source,accuracy,balanced_accuracy,f1_macro,f1_weighted,precision_macro,recall_macro,sensitivity,specificity,precision_not_liked,recall_not_liked,precision_liked,recall_liked,pred_positive_rate
0.05,predict_proba,0.6277816411682893,0.6277816411682893,0.5720957687139685,0.5720957687139685,0.7665144634648016,0.6277816411682893,0.9885257301808067,0.2670375521557719,0.9588014981273408,0.2670375521557719,0.5742274288022622,0.9885257301808067,0.8607440890125174
0.1,predict_proba,0.6815020862308763,0.6815020862308763,0.6507824273999979,0.6507824273999979,0.7800389483933787,0.6815020862308763,0.9780945757997218,0.3849095966620306,0.9461538461538461,0.3849095966620306,0.6139240506329114,0.9780945757997218,0.7965924895688457
0.15,predict_proba,0.7206189151599444,0.7206189151599444,0.7026226222786855,0.7026226222786855,0.7910796055159622,0.7206189151599444,0.9666203059805285,0.4746175243393602,0.9342915811088296,0.4746175243393602,0.6478676299230949,0.9666203059805285,0.7460013908205841
0.2,predict_proba,0.7453059805285118,0.7453059805285118,0.7336151360398899,0.7336151360398899,0.7975382848015888,0.7453059805285118,0.954798331015299,0.5358136300417247,0.9222022740873729,0.5358136300417247,0.6728742955158049,0.954798331015299,0.7094923504867872
0.25,predict_proba,0.7576495132127955,0.7576495132127956,0.7489625431003121,0.7489625431003121,0.7990420510782608,0.7576495132127956,0.9436717663421419,0.5716272600834492,0.9102990033222591,0.5716272600834492,0.6877850988342625,0.9436717663421419,0.6860222531293463
0.3,predict_proba,0.7837273991655076,0.7837273991655076,0.7794830609546761,0.7794830609546761,0.8073932631717927,0.7837273991655076,0.922461752433936,0.6449930458970793,0.8926852743022137,0.6449930458970793,0.7221012520413718,0.922461752433936,0.6387343532684284
0.35,predict_proba,0.7969401947148818,0.7969401947148818,0.7947662199282481,0.7947662199282481,0.8100784354124879,0.7969401947148818,0.8998609179415855,0.694019471488178,0.8739054290718039,0.694019471488178,0.7462514417531718,0.8998609179415855,0.6029207232267038
0.39999999999999997,predict_proba,0.7990264255910987,0.7990264255910987,0.7975693632608526,0.7975693632608526,0.8078910207000121,0.7990264255910987,0.8838664812239221,0.7141863699582753,0.8601340033500837,0.7141863699582753,0.7556480380499405,0.8838664812239221,0.5848400556328234
0.44999999999999996,predict_proba,0.8007649513212796,0.8007649513212796,0.799891588332923,0.799891588332923,0.8061089389214389,0.8007649513212796,0.8668289290681502,0.7347009735744089,0.8465544871794872,0.7347009735744089,0.7656633906633906,0.8668289290681502,0.5660639777468707
0.49999999999999994,predict_proba,0.8042420027816412,0.8042420027816412,0.8037967880937502,0.8037967880937502,0.8070287812793577,0.8042420027816412,0.8518776077885952,0.7566063977746871,0.8362797847809378,0.7566063977746871,0.7777777777777778,0.8518776077885952,0.5476356050069541
0.5499999999999999,predict_proba,0.7998956884561892,0.7998956884561892,0.799893021210206,0.7998930212102061,0.7999116786675267,0.7998956884561892,0.8035465924895688,0.7962447844228094,0.8021015761821366,0.7962447844228094,0.7977217811529168,0.8035465924895688,0.5036509040333796
0.6,predict_proba,0.7955493741307371,0.7955493741307371,0.795474575281093,0.795474575281093,0.7959823597128852,0.7955493741307371,0.7764255910987483,0.814673157162726,0.7846617548559947,0.814673157162726,0.8073029645697759,0.7764255910987483,0.48087621696801114
0.65,predict_proba,0.7807719054242003,0.7807719054242003,0.7793792586259156,0.7793792586259155,0.7880449268572992,0.7807719054242003,0.7013212795549374,0.8602225312934632,0.7422742274227423,0.8602225312934632,0.8338156262918561,0.7013212795549374,0.4205493741307371
0.7,predict_proba,0.7632127955493742,0.7632127955493742,0.7593364881039932,0.7593364881039931,0.7813385994865139,0.7632127955493742,0.6363004172461753,0.8901251738525731,0.7099278979478647,0.8901251738525731,0.8527493010251631,0.6363004172461753,0.3730876216968011
0.75,predict_proba,0.7524339360222532,0.7524339360222532,0.7463335835668433,0.7463335835668432,0.7793012892952538,0.7524339360222532,0.5973574408901252,0.9075104311543811,0.6926751592356688,0.9075104311543811,0.8659274193548387,0.5973574408901252,0.34492350486787204
0.7999999999999999,predict_proba,0.7244436717663422,0.7244436717663421,0.7117952154424747,0.7117952154424747,0.7722338240105253,0.7244436717663421,0.5149513212795549,0.9339360222531293,0.6581720166625827,0.9339360222531293,0.886295631358468,0.5149513212795549,0.2905076495132128
0.85,predict_proba,0.6875869262865091,0.6875869262865091,0.6635648022247729,0.663564802224773,0.7625825286719072,0.6875869262865091,0.42037552155771907,0.954798331015299,0.622252435984591,0.954798331015299,0.9029126213592233,0.42037552155771907,0.23278859527121
0.9,predict_proba,0.6241307371349096,0.6241307371349096,0.5683336526793128,0.5683336526793128,0.7570202105161972,0.6241307371349096,0.2646036161335188,0.9836578581363005,0.5722087378640777,0.9836578581363005,0.9418316831683168,0.2646036161335188,0.1404728789986092
0.95,predict_proba,0.5745827538247567,0.5745827538247567,0.4828086053153503,0.48280860531535036,0.756994634749278,0.5745827538247567,0.15333796940194716,0.9958275382475661,0.5404793357237214,0.9958275382475661,0.9735099337748344,0.15333796940194716,0.07875521557719055
