model,evaluation_type,n_objects,params,mean_cv_f1,cv_splits,search_type,mean_cv_accuracy,std_cv_accuracy,mean_cv_balanced_accuracy,std_cv_balanced_accuracy,mean_cv_f1_macro,std_cv_f1_macro,mean_cv_f1_weighted,std_cv_f1_weighted,mean_cv_precision_macro,std_cv_precision_macro,mean_cv_recall_macro,std_cv_recall_macro
Decision Tree,cross_validation,51762,"{'model__max_depth': 16, 'model__min_samples_leaf': 20, 'model__min_samples_split': 300}",0.8019492727208292,5,grid,0.8022294738393146,0.0035326492479836684,0.8022295738582166,0.0035326214669528567,0.8019492727208292,0.0035313143088540003,0.8019492533361587,0.0035313238382496306,0.8039516153534404,0.003625822953942074,0.8022295738582166,0.0035326214669528567
