mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
0.89552001953125,0.027033360940745717,0.06314010620117187,0.0017977210274499852,14,10,100,"{'model__max_depth': 14, 'model__min_samples_leaf': 10, 'model__min_samples_split': 100}",0.7989954602530668,0.7961943398048875,0.8075734157650696,0.7982032457496137,0.7999420401854714,0.8001817003516217,0.003896546831796606,53,0.7989917731471294,0.7961965210527243,0.8075734157650696,0.7982032457496135,0.7999420401854714,0.8001813991800016,0.0038963253638185473,53,0.7987009505091822,0.7960910599352266,0.8071483585900859,0.7973261572854686,0.7997143983615493,0.7997961849363026,0.003875297996258573,53,0.7987016942206567,0.7960906166739834,0.8071483585900858,0.7973261572854689,0.7997143983615495,0.7997962450263489,0.003875340736770525,53,0.8007473573683099,0.7968004194209553,0.8103091797408979,0.8034561764318786,0.8013119078486679,0.8025250081621419,0.004446638561546464,44,0.7989917731471294,0.7961965210527243,0.8075734157650696,0.7982032457496135,0.7999420401854714,0.8001813991800016,0.0038963253638185473,53
0.8570003509521484,0.03969589665274849,0.061786651611328125,0.005364358884697279,14,10,200,"{'model__max_depth': 14, 'model__min_samples_leaf': 10, 'model__min_samples_split': 200}",0.8023761228629382,0.797353424128272,0.8078632148377125,0.7998454404945904,0.7993624420401855,0.8013601288727397,0.003623840154563848,19,0.8023717360612076,0.7973557546620873,0.8078632148377125,0.7998454404945905,0.7993624420401855,0.8013597176191567,0.003623079400419966,19,0.8019662505368224,0.7972361352516735,0.8073939010549427,0.799101377800205,0.7992348214121558,0.8009864972111597,0.003541242683635436,23,0.8019671207540752,0.7972356642120083,0.8073939010549426,0.7991013778002051,0.799234821412156,0.8009865770466774,0.003541390630932189,23,0.8048905161291633,0.7980481487513496,0.8108933689988129,0.804354355878948,0.8001255666731717,0.8036623912862891,0.004434027331699077,12,0.8023717360612076,0.7973557546620873,0.8078632148377125,0.7998454404945905,0.7993624420401855,0.8013597176191567,0.003623079400419966,19
0.8327884674072266,0.009269488492812129,0.058539628982543945,0.003444129278306382,14,10,300,"{'model__max_depth': 14, 'model__min_samples_leaf': 10, 'model__min_samples_split': 300}",0.8009272674587076,0.7993818216941949,0.8070904173106646,0.7982998454404946,0.8023570324574961,0.8016112768723115,0.003065323758847811,10,0.8009241401526608,0.7993849825900377,0.8070904173106646,0.7982998454404946,0.8023570324574961,0.8016112835902707,0.003065004162026755,10,0.8007173659395923,0.7991677622468178,0.8065891683372521,0.7975877717144877,0.8021632348121401,0.8012450606100578,0.0030780488458127257,13,0.8007179906464943,0.7991671289348432,0.8065891683372521,0.7975877717144876,0.80216323481214,0.8012450588890434,0.0030781129324384754,13,0.8021935352631684,0.8006706689299018,0.8103072211411904,0.8025573578839691,0.8035464288390917,0.8038550424114643,0.00335591055614417,9,0.8009241401526608,0.7993849825900377,0.8070904173106646,0.7982998454404946,0.8023570324574961,0.8016112835902707,0.003065004162026755,10
0.7765961170196534,0.011476680228003916,0.060248613357543945,0.003190059622606589,14,10,500,"{'model__max_depth': 14, 'model__min_samples_leaf': 10, 'model__min_samples_split': 500}",0.7978363759296823,0.7919443639524776,0.8071870170015456,0.7955950540958269,0.7971406491499228,0.797940692025891,0.005051800543760438,78,0.7978349279403998,0.7919454255969289,0.8071870170015456,0.7955950540958269,0.7971406491499227,0.7979406147569248,0.005051554553282074,78,0.797790464755535,0.7919195751421269,0.806943049177191,0.7953075017922996,0.7970969042605618,0.7978114990255428,0.0049976207435693904,78,0.7977907590579334,0.7919193557721239,0.8069430491771908,0.7953075017922996,0.7970969042605618,0.7978115140120219,0.004997672223310257,78,0.7981039274955166,0.7920858431401394,0.8087476860355396,0.7972654497494636,0.7973971184560357,0.7987200049753389,0.005455489012177456,74,0.7978349279403998,0.7919454255969289,0.8071870170015456,0.7955950540958269,0.7971406491499227,0.7979406147569248,0.005051554553282074,78
0.8260093212127686,0.014327078350565504,0.06093864440917969,0.0047711885271241854,14,20,100,"{'model__max_depth': 14, 'model__min_samples_leaf': 20, 'model__min_samples_split': 100}",0.8001545445764513,0.8001545445764513,0.8070904173106646,0.7995556414219475,0.8003284389489954,0.801456717366902,0.0028290275695202803,15,0.8001504656340208,0.8001581159862058,0.8070904173106646,0.7995556414219475,0.8003284389489953,0.8014566158603668,0.002829075328697784,15,0.7997962105194683,0.7998820987010444,0.8066834047329301,0.7986741213214579,0.8000518783794288,0.8010175427308658,0.002874265446460988,22,0.7997970286337537,0.7998813854919467,0.8066834047329301,0.7986741213214578,0.8000518783794288,0.8010175637119034,0.002874252309688243,22,0.8023098773429372,0.8018059654078301,0.8096985995027884,0.8048956735439068,0.8019992942920947,0.8041418820179116,0.0029949537750223075,5,0.8001504656340208,0.8001581159862058,0.8070904173106646,0.7995556414219475,0.8003284389489953,0.8014566158603668,0.002829075328697784,15
0.8022981643676758,0.01354169099875301,0.06053085327148437,0.0021712079779846044,14,20,200,"{'model__max_depth': 14, 'model__min_samples_leaf': 20, 'model__min_samples_split': 200}",0.8010238578189897,0.8001545445764513,0.8083462132921174,0.7994590417310664,0.8002318392581144,0.8018430993353478,0.003289156568716876,8,0.8010195269828295,0.8001581159862058,0.8083462132921174,0.7994590417310665,0.8002318392581144,0.8018429474500668,0.0032890065680421547,8,0.8006216491033462,0.7998820987010444,0.8078538953860763,0.7986847614849182,0.8001171215584337,0.8014319052467638,0.0032734027461305145,9,0.8006225140683262,0.7998813854919467,0.8078538953860762,0.7986847614849182,0.8001171215584337,0.8014319355979401,0.003273427498203585,9,0.803462981283346,0.8018059654078301,0.8115391229578677,0.8041380332063476,0.800922666934835,0.8043737539580453,0.0037611467326272106,3,0.8010195269828295,0.8001581159862058,0.8083462132921174,0.7994590417310665,0.8002318392581144,0.8018429474500668,0.0032890065680421547,8
0.795995044708252,0.010177909481779992,0.060654830932617185,0.0031780811201593414,14,20,300,"{'model__max_depth': 14, 'model__min_samples_leaf': 20, 'model__min_samples_split': 300}",0.8007340867381435,0.801699990340964,0.8072836166924265,0.7982998454404946,0.8033230293663061,0.8022681137156671,0.002989691394784442,1,0.8007309034521076,0.801704177525191,0.8072836166924265,0.7982998454404946,0.8033230293663061,0.8022683144953051,0.002989859844987569,1,0.80051640250423,0.8013279754557473,0.8067713721248488,0.7975014831170855,0.8031950336660597,0.8018624533735943,0.0030655777500504847,2,0.8005170390078378,0.8013271450653786,0.8067713721248488,0.7975014831170855,0.8031950336660598,0.8018624145962422,0.0030655508449005065,2,0.8020454633196312,0.8039861252115059,0.8105769455311747,0.803079480209626,0.8041141741712972,0.804760437688647,0.0030015224036807893,1,0.8007309034521076,0.801704177525191,0.8072836166924265,0.7982998454404946,0.8033230293663061,0.8022683144953051,0.002989859844987569,1
0.7728386878967285,0.009266436331814934,0.061448287963867185,0.00268208413744673,14,20,500,"{'model__max_depth': 14, 'model__min_samples_leaf': 20, 'model__min_samples_split': 500}",0.7971602434077079,0.7945523036800928,0.8071870170015456,0.7959814528593508,0.7973338485316847,0.7984429730960763,0.004483976961444208,70,0.7971586927854417,0.7945544009453298,0.8071870170015456,0.7959814528593508,0.7973338485316847,0.7984430824246704,0.004483701868411903,70,0.7971074515905302,0.7944560830410146,0.8069350183680248,0.7956944441329569,0.7972866261323848,0.7982959246529823,0.004440206671816367,72,0.7971077677091959,0.79445565348459,0.8069350183680248,0.7956944441329569,0.7972866261323848,0.7982959019654305,0.004440264050353737,72,0.7974664371425594,0.7951094626167177,0.8087992615689408,0.7976540320367178,0.797611164487261,0.7993280715704393,0.004831479328899851,63,0.7971586927854417,0.7945544009453298,0.8071870170015456,0.7959814528593508,0.7973338485316847,0.7984430824246704,0.004483701868411903,70
0.8038371086120606,0.007858774821840362,0.05947713851928711,0.0028954370066811962,14,30,100,"{'model__max_depth': 14, 'model__min_samples_leaf': 30, 'model__min_samples_split': 100}",0.801893171061528,0.801699990340964,0.8081530139103554,0.7971406491499228,0.8011012364760433,0.8019976121877626,0.003532195816954163,5,0.8018887749255939,0.8017041402063998,0.8081530139103554,0.7971406491499227,0.8011012364760433,0.801997562933663,0.0035321529150180936,4,0.8014805469147521,0.801334601107926,0.8077833098044249,0.796307654597779,0.8008877113760156,0.8015587647601794,0.003655839136620735,6,0.8014814211184528,0.8013337781592028,0.8077833098044249,0.796307654597779,0.8008877113760156,0.801558775011175,0.0036558455273414774,6,0.8044143225066456,0.8039452644299852,0.8105421657289149,0.8020820763479096,0.8023983868679233,0.8046764431762758,0.0030636680777514067,2,0.8018887749255939,0.8017041402063998,0.8081530139103554,0.7971406491499227,0.8011012364760433,0.801997562933663,0.0035321529150180936,4
0.7881007671356202,0.003530216593182904,0.06135430335998535,0.004252359977136535,14,30,200,"{'model__max_depth': 14, 'model__min_samples_leaf': 30, 'model__min_samples_split': 200}",0.8032454361054767,0.7982227373708104,0.8071870170015456,0.7973338485316847,0.7995556414219475,0.8011089360862931,0.0036469673244718423,33,0.8032408907069941,0.798226607312871,0.8071870170015456,0.7973338485316848,0.7995556414219475,0.8011088009950086,0.0036458230221220905,32,0.8028073111158933,0.7978995640472919,0.8066802837989097,0.7964915181873282,0.7993698743541743,0.8006497103007195,0.0036746402303325654,40,0.8028082089130031,0.7978987834353993,0.8066802837989097,0.7964915181873284,0.7993698743541742,0.8006497337377629,0.0036748625360368144,40,0.8059544109726695,0.8001510985698725,0.810441961765783,0.8023394320961976,0.8006692217382068,0.803911225028546,0.003845641701337439,7,0.8032408907069941,0.798226607312871,0.8071870170015456,0.7973338485316848,0.7995556414219475,0.8011088009950086,0.0036458230221220905,32
