model,accuracy,balanced_accuracy,f1_weighted,f1_macro,f1_micro,precision_weighted,recall_weighted,sensitivity,specificity
Decision Tree,0.8042420027816412,0.8042420027816412,0.8037967880937502,0.8037967880937502,0.8042420027816412,0.8070287812793578,0.8042420027816412,0.8518776077885952,0.7566063977746871
