rank,feature,importance_mean,importance_std,baseline_f1_macro,n_repeats,max_samples,excluded_is_applicable_features,excluded_is_available_features
1,location_and_movement,0.040919546059591805,0.0034484886805119207,0.8208178371529098,5,5000,True,True
2,overall_airport_cleanliness,0.024197212913304744,0.002102767584691701,0.8208178371529098,5,5000,True,True
3,boarding_lounge_comfort,0.008369400614058243,0.0018008062687951969,0.8208178371529098,5,5000,True,True
4,power_outlet_availability,0.007459041938580002,0.0012760121562583556,0.8208178371529098,5,5000,True,True
5,security_screening_process,0.004530020285017211,0.0013916158958361046,0.8208178371529098,5,5000,True,True
6,thermal_comfort,0.004326681632945339,0.0008959104811095058,0.8208178371529098,5,5000,True,True
7,baggage_claim_process,0.004005613184800439,0.0011963664694659073,0.8208178371529098,5,5000,True,True
8,trips_last_12_months,0.0032273473345608484,0.0010776174291362033,0.8208178371529098,5,5000,True,True
9,curbside_dropoff_ease,0.002854518047444765,0.0015769905391997123,0.8208178371529098,5,5000,True,True
10,signage,0.00273816069609234,0.00019473573658417104,0.8208178371529098,5,5000,True,True
11,restrooms,0.0020995527665149004,0.0008664505555206233,0.8208178371529098,5,5000,True,True
12,food_beverage_outlet_quantity,0.0018286548761846434,0.00034748576089155313,0.8208178371529098,5,5000,True,True
13,household_income,0.0018117280505027145,0.0017278678523267885,0.8208178371529098,5,5000,True,True
14,food_beverage_outlets,0.001773782605507046,0.0006844464354173827,0.8208178371529098,5,5000,True,True
15,baggage_carousel_identification_ease,0.0016871493838148456,0.0002747617083314427,0.8208178371529098,5,5000,True,True
16,food_beverage_quality_variety,0.001319837909906374,0.0002644312349941432,0.8208178371529098,5,5000,True,True
17,baggage_integrity,0.0012309594353406617,0.0002679539832470693,0.8208178371529098,5,5000,True,True
18,seat_availability,0.0011684207916107248,0.00018273601660298146,0.8208178371529098,5,5000,True,True
19,used_airport_before_last_12_months,0.0011470586365392333,0.0009355862109810731,0.8208178371529098,5,5000,True,True
20,transport_to_airport,0.000986491028146208,0.0007200389436334767,0.8208178371529098,5,5000,True,True
21,age_group,0.000933805849654723,0.0005026523507671419,0.8208178371529098,5,5000,True,True
22,security_queue_organization,0.0008584923822355872,8.787635359632352e-05,0.8208178371529098,5,5000,True,True
