model,accuracy,balanced_accuracy,f1_weighted,f1_macro,f1_micro,precision_weighted,recall_weighted,sensitivity,specificity
XGBoost,0.8218011126564673,0.8218011126564673,0.8213117947338714,0.8213117947338715,0.8218011126564673,0.8253650173730483,0.8218011126564673,0.8741307371349096,0.769471488178025
