threshold,score_source,accuracy,balanced_accuracy,f1_macro,f1_weighted,precision_macro,recall_macro,sensitivity,specificity,precision_not_liked,recall_not_liked,precision_liked,recall_liked,pred_positive_rate
0.05,predict_proba,0.6277816411682893,0.6277816411682893,0.5720957687139685,0.5720957687139685,0.7665144634648016,0.6277816411682893,0.9885257301808067,0.2670375521557719,0.9588014981273408,0.2670375521557719,0.5742274288022622,0.9885257301808067,0.8607440890125174
0.1,predict_proba,0.6815020862308763,0.6815020862308763,0.6507824273999979,0.6507824273999979,0.7800389483933787,0.6815020862308763,0.9780945757997218,0.3849095966620306,0.9461538461538461,0.3849095966620306,0.6139240506329114,0.9780945757997218,0.7965924895688457
0.15,predict_proba,0.7206189151599444,0.7206189151599444,0.7026226222786855,0.7026226222786855,0.7910796055159622,0.7206189151599444,0.9666203059805285,0.4746175243393602,0.9342915811088296,0.4746175243393602,0.6478676299230949,0.9666203059805285,0.7460013908205841
0.2,predict_proba,0.7432197496522949,0.7432197496522948,0.731103192966483,0.731103192966483,0.7966966470934815,0.7432197496522948,0.9554937413073713,0.5309457579972183,0.9226586102719033,0.5309457579972183,0.6707346839150597,0.9554937413073713,0.7122739916550765
0.25,predict_proba,0.7569541029207232,0.7569541029207232,0.7481745913538596,0.7481745913538596,0.7985942483035726,0.7569541029207232,0.9436717663421419,0.5702364394993046,0.9100998890122086,0.5702364394993046,0.6870886075949367,0.9436717663421419,0.6867176634214186
0.3,predict_proba,0.7816411682892906,0.7816411682892908,0.7773119661676269,0.7773119661676268,0.8053890237398946,0.7816411682892908,0.9210709318497914,0.64221140472879,0.890549662487946,0.64221140472879,0.7202283849918434,0.9210709318497914,0.6394297635605007
0.35,predict_proba,0.7948539638386648,0.7948539638386648,0.7926275503594713,0.7926275503594714,0.8080847279489045,0.7948539638386648,0.8984700973574409,0.6912378303198887,0.8719298245614036,0.6912378303198887,0.7442396313364056,0.8984700973574409,0.6036161335187761
0.39999999999999997,predict_proba,0.797461752433936,0.797461752433936,0.7959134633467728,0.7959134633467727,0.8067709427551704,0.797461752433936,0.8845618915159944,0.7103616133518776,0.8602105263157894,0.7103616133518776,0.7533313591945514,0.8845618915159944,0.5871001390820584
0.44999999999999996,predict_proba,0.8002433936022253,0.8002433936022253,0.7993350383709367,0.7993350383709367,0.8057801245492425,0.8002433936022253,0.8675243393602226,0.7329624478442281,0.8469264764965849,0.7329624478442281,0.7646337726019001,0.8675243393602226,0.5672809457579973
0.49999999999999994,predict_proba,0.8042420027816412,0.8042420027816412,0.8037836635844041,0.8037836635844042,0.8071115140030158,0.8042420027816412,0.8525730180806675,0.7559109874826148,0.8367975365665897,0.7559109874826148,0.777425491439442,0.8525730180806675,0.5483310152990264
0.5499999999999999,predict_proba,0.7998956884561892,0.7998956884561892,0.799893021210206,0.7998930212102061,0.7999116786675267,0.7998956884561892,0.8035465924895688,0.7962447844228094,0.8021015761821366,0.7962447844228094,0.7977217811529168,0.8035465924895688,0.5036509040333796
0.6,predict_proba,0.7955493741307371,0.7955493741307371,0.795474575281093,0.795474575281093,0.7959823597128852,0.7955493741307371,0.7764255910987483,0.814673157162726,0.7846617548559947,0.814673157162726,0.8073029645697759,0.7764255910987483,0.48087621696801114
0.65,predict_proba,0.7807719054242003,0.7807719054242003,0.7793792586259156,0.7793792586259155,0.7880449268572992,0.7807719054242003,0.7013212795549374,0.8602225312934632,0.7422742274227423,0.8602225312934632,0.8338156262918561,0.7013212795549374,0.4205493741307371
0.7,predict_proba,0.7632127955493742,0.7632127955493742,0.7593364881039932,0.7593364881039931,0.7813385994865139,0.7632127955493742,0.6363004172461753,0.8901251738525731,0.7099278979478647,0.8901251738525731,0.8527493010251631,0.6363004172461753,0.3730876216968011
0.75,predict_proba,0.7524339360222532,0.7524339360222532,0.7463335835668433,0.7463335835668432,0.7793012892952538,0.7524339360222532,0.5973574408901252,0.9075104311543811,0.6926751592356688,0.9075104311543811,0.8659274193548387,0.5973574408901252,0.34492350486787204
0.7999999999999999,predict_proba,0.7244436717663422,0.7244436717663421,0.7117952154424747,0.7117952154424747,0.7722338240105253,0.7244436717663421,0.5149513212795549,0.9339360222531293,0.6581720166625827,0.9339360222531293,0.886295631358468,0.5149513212795549,0.2905076495132128
0.85,predict_proba,0.6875869262865091,0.6875869262865091,0.6635648022247729,0.663564802224773,0.7625825286719072,0.6875869262865091,0.42037552155771907,0.954798331015299,0.622252435984591,0.954798331015299,0.9029126213592233,0.42037552155771907,0.23278859527121
0.9,predict_proba,0.6241307371349096,0.6241307371349096,0.5683336526793128,0.5683336526793128,0.7570202105161972,0.6241307371349096,0.2646036161335188,0.9836578581363005,0.5722087378640777,0.9836578581363005,0.9418316831683168,0.2646036161335188,0.1404728789986092
0.95,predict_proba,0.5745827538247567,0.5745827538247567,0.4828086053153503,0.48280860531535036,0.756994634749278,0.5745827538247567,0.15333796940194716,0.9958275382475661,0.5404793357237214,0.9958275382475661,0.9735099337748344,0.15333796940194716,0.07875521557719055
