model,accuracy,balanced_accuracy,f1_weighted,f1_macro,f1_micro,precision_weighted,recall_weighted,sensitivity,specificity
Decision Tree,0.8042420027816412,0.8042420027816412,0.8037836635844042,0.8037836635844041,0.8042420027816412,0.8071115140030158,0.8042420027816412,0.8525730180806675,0.7559109874826148
